Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRL23,OUT027,2620.2568767718
FDS28,OUT046,961.9469543996
FDX24,OUT013,1497.9791601741
FDZ02,OUT035,1551.2999285008
FDL46,OUT045,1899.5276406247
FDS60,OUT027,4714.4740659417
NCO06,OUT017,743.891012666
FDO16,OUT035,1391.0571571336
FDC60,OUT049,1391.0571571336
FDA48,OUT018,3408.6769522211
FDZ36,OUT027,5015.9604316488
FDK27,OUT045,2006.7668537839
FDW23,OUT018,639.3033076607
FDM14,OUT018,1545.379704216
FDM14,OUT013,1647.5204965701
FDW60,OUT018,2652.3695591684
FDE21,OUT013,1870.034899544
NCM42,OUT035,1677.0132376508
FDY59,OUT010,331.7168035416
DRI49,OUT049,1325.5126209372
FDT28,OUT019,423.9342861082
FDQ22,OUT018,620.7740271915
FDR60,OUT049,1265.2411136152
FDC50,OUT019,334.6441105563
FDV24,OUT013,2448.9310937206
DRF48,OUT010,608.5020234357
FDQ47,OUT046,729.3244131058
DRN36,OUT049,1551.2999285008
NCY06,OUT035,2079.7257224782
FDE52,OUT035,1432.4258567645
NCB54,OUT045,2079.7257224782
NCF31,OUT035,2478.4238348013
FDJ08,OUT027,5131.8734565117
NCC07,OUT017,1654.2809843386
NCD19,OUT027,1480.2558750726
FDL46,OUT049,1899.5276406247
FDM20,OUT045,3893.3872952015
NCI06,OUT010,537.1631911636
DRM11,OUT035,4036.6182394639
NCH07,OUT018,2370.5905452577
FDS23,OUT013,2094.8424105543
FDO49,OUT018,730.1286653736
FDS35,OUT049,1090.5628294735
DRK39,OUT045,1391.0571571336
DRI39,OUT049,961.9469543996
FDV04,OUT017,2587.8915626131
NCN14,OUT035,3127.3070146517
FDH08,OUT013,3861.4305894666
FDS20,OUT046,3126.1495756466
FDV40,OUT049,1222.7060692447
FDZ48,OUT010,405.3049416118
FDS24,OUT027,2365.3216504754
FDK44,OUT049,2871.4647311734
FDS48,OUT045,2478.4238348013
FDK26,OUT010,608.5020234357
FDD23,OUT045,3126.1495756466
NCH54,OUT017,2632.6509049537
NCP14,OUT010,419.6652598892
FDM60,OUT010,152.6207549787
FDV24,OUT017,2455.6915814891
FDH08,OUT018,3451.0462650363
FDS12,OUT027,3214.5384739908
FDR39,OUT027,4771.5850616051
FDP12,OUT027,1100.0000531052
DRF60,OUT027,5901.024860718
FDC09,OUT035,1677.0132376508
FDF50,OUT018,2973.4092316844
FDG28,OUT035,3893.3872952015
NCE19,OUT017,943.358568105
NCM53,OUT010,426.0734453832
NCN18,OUT049,1796.4189833361
FDF32,OUT035,3163.04904104
FDF11,OUT013,3893.3872952015
DRI59,OUT049,3721.8838556068
NCG54,OUT035,2726.0816531239
FDM44,OUT046,1677.0132376508
FDT57,OUT018,3483.0029707712
FDV24,OUT046,2478.4238348013
FDI50,OUT019,676.2502774219
FDS09,OUT035,836.2855308965
NCC31,OUT027,3737.4700618994
FDQ07,OUT019,625.1601027258
FDC22,OUT017,3126.1495756466
FDZ56,OUT046,2726.0816531239
FDZ40,OUT019,214.5365697055
FDS46,OUT027,2984.6982542414
DRD24,OUT045,2124.335151635
FDV45,OUT017,3126.1495756466
FDL26,OUT045,2478.4238348013
FDA56,OUT018,1867.0425780173
FDN27,OUT046,1843.07654035
FDM20,OUT049,3899.8708260326
FDO16,OUT017,1364.3560549275
FDL03,OUT035,3127.3070146517
FDE58,OUT046,1899.5276406247
FDI02,OUT027,2984.6982542414
NCC55,OUT019,135.1891179472
FDR03,OUT018,3131.4232650966
FDB14,OUT017,1504.7396479426
FDR45,OUT013,3893.3872952015
NCN07,OUT017,2101.6028983228
FDM51,OUT019,398.764539658
FDT52,OUT027,5901.024860718
FDL26,OUT046,2478.4238348013
NCZ42,OUT046,3837.9737935315
DRI47,OUT019,423.9342861082
FDW40,OUT013,2131.8564194269
FDN34,OUT046,2726.0816531239
FDS01,OUT035,2902.6954093225
NCG55,OUT045,1899.5276406247
FDC11,OUT035,1391.0571571336
FDX35,OUT018,3405.1681742128
NCB06,OUT046,2610.6238159253
FDR09,OUT019,764.3779473015
FDC53,OUT017,1528.5676751886
FDY45,OUT013,4036.6182394639
FDA22,OUT010,487.8099065076
FDE02,OUT035,1551.2999285008
FDW21,OUT045,1677.0132376508
FDV34,OUT046,1156.1755676329
FDS59,OUT049,1677.0132376508
NCW17,OUT017,2056.9934691661
NCK54,OUT046,1899.5276406247
FDG17,OUT019,677.8376962815
FDG35,OUT017,2790.5021090425
FDD08,OUT010,134.4497379705
NCO07,OUT017,3495.0170518872
FDJ10,OUT010,428.4529041458
FDW36,OUT017,1654.2809843386
FDW21,OUT010,419.6652598892
FDY19,OUT017,1876.7953873125
DRE03,OUT013,832.0661853521
NCC55,OUT049,729.3244131058
FDH52,OUT010,258.3794984247
FDO09,OUT017,3943.7191175705
FDU43,OUT045,3862.9919410196
FDX09,OUT010,514.032934209
FDH40,OUT019,327.1750937458
FDW58,OUT017,1597.829884064
FDC47,OUT017,3790.2337995798
NCR41,OUT035,1537.377824182
DRG49,OUT035,3893.3872952015
FDC52,OUT027,3737.4700618994
FDY13,OUT046,1197.9624402677
FDY35,OUT013,755.3015419058
FDI35,OUT017,3126.1495756466
NCU18,OUT049,2167.8326913387
FDY33,OUT018,2370.5905452577
FDC15,OUT027,3937.3693947328
FDU01,OUT049,3046.8242506259
NCU42,OUT046,2726.0816531239
NCV29,OUT018,2652.3695591684
NCY30,OUT017,3127.3070146517
FDQ46,OUT049,1846.1686607444
FDG58,OUT027,3737.4700618994
FDK33,OUT017,3467.3666618518
NCD07,OUT045,1899.5276406247
NCX29,OUT027,3737.4700618994
NCT42,OUT013,2448.9310937206
DRN59,OUT035,828.2289224543
FDI44,OUT035,1325.5126209372
FDA45,OUT049,2822.3324856971
FDP31,OUT045,1034.1117291988
FDY01,OUT046,1899.5276406247
FDT09,OUT018,1923.7493112425
DRH03,OUT027,2544.7298886568
FDA36,OUT018,2862.5669841519
NCF31,OUT017,2455.6915814891
FDG14,OUT049,2484.9073656324
FDG28,OUT027,5901.024860718
FDU14,OUT049,4026.8495378444
FDY47,OUT019,388.0303952442
FDI56,OUT049,1432.4258567645
DRD01,OUT013,936.5980803364
FDM22,OUT046,961.9469543996
FDH33,OUT013,755.3015419058
DRZ24,OUT013,1870.034899544
NCQ38,OUT046,1677.0132376508
FDO16,OUT027,2268.3972920633
FDU07,OUT027,3737.4700618994
NCB07,OUT013,3088.9937336962
FDU48,OUT045,2124.335151635
NCM43,OUT045,2655.3831582658
FDR31,OUT010,394.2238130612
DRK49,OUT018,620.7740271915
NCI30,OUT010,626.0415113795
DRD60,OUT017,2909.6589680528
NCG19,OUT046,3785.0346633641
FDH12,OUT035,1677.0132376508
FDM32,OUT035,1439.000946986
FDM27,OUT035,2478.4238348013
NCU53,OUT027,3939.6538689873
NCQ18,OUT046,1618.2964576518
FDS10,OUT013,2846.3541373419
FDB33,OUT027,3951.512516464
FDI12,OUT013,1357.5955671589
NCW42,OUT013,3678.2444828252
NCC06,OUT018,1879.1398820858
FDW02,OUT017,2056.9934691661
NCD43,OUT017,1654.2809843386
FDM57,OUT018,1271.798370785
FDA58,OUT017,3815.4300175461
FDK56,OUT046,3126.1495756466
FDP52,OUT045,3773.3883517605
FDW20,OUT018,1810.5914777427
FDS52,OUT049,1677.0132376508
NCT29,OUT018,1806.1810133915
NCL54,OUT013,2839.0352825435
FDC05,OUT045,3126.1495756466
FDF34,OUT035,3070.7360739767
FDP03,OUT027,3041.834129762
FDD32,OUT010,348.075813977
FDZ10,OUT045,2079.7257224782
FDZ40,OUT035,961.9469543996
FDD51,OUT018,639.3033076607
NCY30,OUT019,530.3780462657
FDP58,OUT017,3466.5776539901
FDV49,OUT017,4036.6182394639
FDY24,OUT019,193.4747241505
NCO55,OUT017,1654.2809843386
FDR13,OUT017,1876.7953873125
FDS51,OUT017,994.9848770815
FDP26,OUT045,1677.0132376508
NCB54,OUT027,3227.913898148
FDF32,OUT017,3126.1495756466
FDN31,OUT018,2917.9804858218
DRM48,OUT017,743.891012666
FDN20,OUT049,2702.1698297731
DRL01,OUT046,3704.660032459
FDV56,OUT049,1677.0132376508
DRH13,OUT027,2620.2568767718
FDA03,OUT017,2455.6915814891
FDF47,OUT027,5605.3868391972
FDX32,OUT046,2478.4238348013
FDX57,OUT049,1551.2999285008
NCA30,OUT045,3095.7542214647
FDO49,OUT013,832.0661853521
FDL04,OUT019,398.764539658
DRM48,OUT035,729.3244131058
FDR16,OUT013,3459.8171662216
NCC19,OUT018,2936.509766291
NCE42,OUT045,3828.9907089786
FDY24,OUT017,943.358568105
FDH19,OUT049,2841.0693769915
FDJ46,OUT013,2839.0352825435
FDN45,OUT010,617.8818928489
FDY08,OUT035,2124.335151635
FDZ37,OUT035,1391.0571571336
NCT30,OUT045,836.2855308965
DRY23,OUT018,639.3033076607
NCZ30,OUT018,1867.0425780173
FDC44,OUT018,1749.3664081239
FDB45,OUT035,1620.5621373761
FDY04,OUT013,2625.8904171851
FDM27,OUT046,2610.6238159253
FDZ43,OUT017,3893.3872952015
FDT39,OUT019,423.9342861082
NCC06,OUT019,399.0333627642
FDL15,OUT027,3737.4700618994
FDL57,OUT017,4021.6763952259
FDU08,OUT046,1551.2999285008
FDK40,OUT017,4036.6182394639
FDQ12,OUT010,697.5311666308
FDS48,OUT017,2455.6915814891
FDP09,OUT045,3449.7322061709
FDW21,OUT049,1551.2999285008
FDY25,OUT035,2909.6589680528
DRE13,OUT017,1364.3560549275
FDV43,OUT019,135.1891179472
FDD22,OUT045,1796.4189833361
FDM46,OUT019,310.8160833104
NCO30,OUT010,542.037951889
FDM25,OUT046,2864.9812003423
NCN41,OUT049,2074.1119492409
FDU24,OUT045,1527.4719012548
FDZ50,OUT046,3126.1495756466
FDP45,OUT013,4021.6763952259
NCM54,OUT045,2079.7257224782
FDW10,OUT019,434.6988131048
FDP20,OUT017,2056.9934691661
FDK32,OUT046,2478.4238348013
FDN52,OUT049,1391.0571571336
FDM58,OUT045,1796.4189833361
FDZ46,OUT027,2978.9086373065
NCA18,OUT018,1730.8371276547
FDD35,OUT046,2067.6284184098
NCK31,OUT035,836.2855308965
FDI40,OUT027,2620.2568767718
FDT50,OUT019,334.6441105563
NCT06,OUT046,2655.3831582658
FDT31,OUT035,3071.8935129818
FDT45,OUT049,905.6061785661
FDT13,OUT045,3126.1495756466
FDO50,OUT045,1432.4258567645
NCU18,OUT010,428.4529041458
NCR54,OUT049,3132.6331064778
NCO18,OUT018,2652.3695591684
FDU09,OUT045,961.9469543996
FDT13,OUT018,2917.9804858218
FDE09,OUT046,1846.1686607444
NCK53,OUT019,398.764539658
FDG45,OUT049,3473.0611848212
DRH15,OUT035,747.495430114
FDO21,OUT019,644.8644652792
FDD14,OUT027,5101.4781023298
FDC09,OUT046,1677.0132376508
FDH45,OUT027,1118.1710701135
FDV32,OUT046,1090.5628294735
FDG12,OUT035,1899.5276406247
FDS32,OUT013,2094.8424105543
NCL55,OUT018,3588.2314755972
DRE01,OUT035,3815.4300175461
DRE15,OUT049,1325.5126209372
NCL42,OUT045,3862.9919410196
FDP31,OUT013,1008.7628551356
FDN33,OUT018,1414.3676482892
FDZ59,OUT046,2655.3831582658
FDE45,OUT010,520.922031351
FDJ07,OUT013,1870.034899544
FDQ45,OUT018,2862.5669841519
FDM33,OUT027,5470.3847601658
FDO15,OUT010,335.9586723718
FDM46,OUT013,1497.9791601741
FDR03,OUT045,3453.2856762329
FDY49,OUT018,2475.7558029698
FDQ60,OUT045,1899.5276406247
FDW10,OUT049,2784.6182767168
FDO51,OUT049,747.495430114
FDJ40,OUT018,1545.379704216
FDS20,OUT018,2917.9804858218
FDU45,OUT013,1816.6759196637
FDV02,OUT035,2726.0816531239
FDN09,OUT046,3893.3872952015
NCM55,OUT027,5131.8734565117
FDN23,OUT018,2258.0108954129
FDY31,OUT010,412.5197755149
FDW03,OUT010,419.6652598892
FDD14,OUT046,3039.3031211901
FDV23,OUT017,2056.9934691661
DRI03,OUT045,2864.9812003423
FDN13,OUT035,1618.2964576518
FDF45,OUT027,1676.1918284496
FDU46,OUT035,1391.0571571336
FDB57,OUT049,3691.4885014249
FDV12,OUT049,1618.2964576518
FDQ58,OUT013,2448.9310937206
NCA18,OUT017,1876.7953873125
FDH52,OUT049,1013.5732633761
FDM24,OUT018,2276.5401758821
NCP43,OUT027,4785.7281833363
NCO18,OUT019,497.8220916784
FDM32,OUT017,1409.6936034523
NCL07,OUT017,743.891012666
FDK03,OUT013,3957.2690239332
FDP59,OUT017,1597.829884064
FDQ24,OUT049,3978.6943990023
FDQ16,OUT018,1545.379704216
FDU44,OUT013,2581.1310748446
FDH28,OUT010,134.4497379705
FDV28,OUT019,117.0181009389
FDM22,OUT045,905.6061785661
FDR56,OUT046,3126.1495756466
FDV39,OUT049,3077.2196048078
FDU37,OUT019,315.0579521406
FDQ11,OUT010,865.8160752882
FDX02,OUT045,3715.4003247757
NCS42,OUT018,1395.83836782
FDY57,OUT027,2544.7298886568
FDB21,OUT049,3821.9135483772
FDE28,OUT017,3790.2337995798
FDQ55,OUT017,1876.7953873125
FDA48,OUT049,3708.3339492441
FDZ19,OUT045,2864.9812003423
NCC43,OUT045,3884.8800441814
NCV18,OUT046,1370.9306139315
NCA42,OUT018,2352.0612647885
FDY45,OUT046,4036.6182394639
NCC30,OUT045,2902.6954093225
FDM57,OUT013,1357.5955671589
FDL09,OUT010,481.1377282086
FDB09,OUT027,3169.2297068715
FDT44,OUT035,1899.5276406247
NCT06,OUT027,4070.8478351795
FDX26,OUT049,3116.3808740271
FDK32,OUT013,2448.9310937206
DRA12,OUT046,2161.3491605076
FDO46,OUT010,548.710130188
FDE52,OUT013,1357.5955671589
NCH42,OUT045,3868.1910772352
FDV08,OUT035,747.495430114
FDB47,OUT018,3186.8367667665
FDC28,OUT010,405.3049416118
FDD22,OUT046,1899.5276406247
FDS07,OUT027,2984.6982542414
DRI13,OUT045,3480.1275603528
FDG32,OUT018,3409.8343912262
FDU14,OUT017,4037.5394669786
FDD28,OUT019,210.1445820064
NCP41,OUT017,1654.2809843386
FDS08,OUT049,2871.4647311734
FDX47,OUT045,2610.6238159253
FDC53,OUT019,398.764539658
FDQ19,OUT035,3893.3872952015
FDL14,OUT045,2478.4238348013
FDM33,OUT019,631.3145589164
FDA51,OUT045,1899.5276406247
FDZ27,OUT018,730.1286653736
FDT04,OUT046,747.495430114
DRC13,OUT049,2074.1119492409
FDR16,OUT027,5296.3885480299
FDQ03,OUT027,5901.024860718
FDE38,OUT035,2726.0816531239
DRH23,OUT027,1676.1918284496
FDT11,OUT019,615.2625112042
FDD09,OUT035,2909.6589680528
FDR40,OUT045,1370.9306139315
FDX07,OUT017,3127.3070146517
FDR07,OUT035,1494.8488282261
FDA51,OUT017,1876.7953873125
FDT59,OUT019,704.2916543993
FDF20,OUT017,3126.1495756466
FDR13,OUT045,1899.5276406247
FDY26,OUT049,3608.0267555127
FDW04,OUT017,2101.6028983228
FDK52,OUT017,3804.9411449475
FDN60,OUT049,2617.1073467564
FDM09,OUT019,497.8220916784
FDP46,OUT049,1391.0571571336
FDB50,OUT019,315.0579521406
NCQ29,OUT049,3891.3635750126
FDP16,OUT027,5870.6295065361
FDX33,OUT018,2415.3498875983
FDP07,OUT010,542.037951889
FDN22,OUT046,3913.3237633886
FDF39,OUT049,4028.1599260571
FDS21,OUT017,994.9848770815
NCM42,OUT013,1647.5204965701
FDK50,OUT019,459.02629657
DRF13,OUT027,3737.4700618994
FDH35,OUT018,2397.0568186195
FDP60,OUT018,1486.6629242171
DRJ49,OUT027,3227.913898148
NCT42,OUT019,423.9342861082
FDE38,OUT049,2732.565183955
FDI04,OUT049,3169.5325718711
NCH54,OUT045,2610.6238159253
FDT56,OUT049,961.9469543996
DRD15,OUT018,3451.0462650363
FDV58,OUT013,3032.5426334216
FDP21,OUT049,3132.6331064778
FDH05,OUT013,3783.4733118112
FDR10,OUT027,4070.8478351795
NCP06,OUT045,2421.9727345266
FDF33,OUT049,1677.0132376508
DRK37,OUT013,3119.3890878781
DRH49,OUT045,1391.0571571336
FDT58,OUT013,2700.1357353252
FDD41,OUT018,1563.9089846852
FDP40,OUT018,1627.7284703661
FDM51,OUT027,2620.2568767718
FDO45,OUT010,348.075813977
FDW33,OUT010,419.6652598892
FDY24,OUT045,961.9469543996
FDB10,OUT010,627.9217956035
FDM40,OUT035,2161.3491605076
NCI06,OUT017,2909.6589680528
FDW12,OUT019,373.32309283
FDX48,OUT027,3737.4700618994
NCW05,OUT027,2620.2568767718
FDX27,OUT017,1472.116574914
DRM37,OUT045,3126.1495756466
FDA38,OUT045,3893.3872952015
FDR36,OUT046,747.495430114
FDZ45,OUT046,3163.04904104
FDG05,OUT017,2587.8915626131
FDK28,OUT013,4036.6182394639
FDV47,OUT045,1391.0571571336
FDN21,OUT045,2596.480694194
FDP20,OUT027,3214.5384739908
FDI35,OUT045,3126.1495756466
DRY23,OUT013,755.3015419058
FDA56,OUT017,2044.8961650976
FDB09,OUT013,2038.1356773291
NCO26,OUT027,2984.6982542414
FDQ49,OUT018,2298.8118812789
FDI52,OUT027,3169.2297068715
FDZ44,OUT027,2984.6982542414
FDZ09,OUT018,2415.3498875983
FDY03,OUT049,1888.9083767681
NCG42,OUT017,2101.6028983228
DRI13,OUT027,5453.8162028503
FDQ32,OUT013,2050.2329813975
FDW16,OUT035,1432.4258567645
FDU27,OUT046,836.2855308965
FDR28,OUT010,479.9270168012
FDQ49,OUT010,464.0902910686
FDS37,OUT046,1899.5276406247
FDW26,OUT018,3352.9599018825
FDX12,OUT018,3484.1604097762
NCP06,OUT013,2392.4799934459
FDW45,OUT010,412.5197755149
NCN30,OUT049,1537.377824182
FDN24,OUT049,905.6061785661
NCL41,OUT027,1100.0000531052
FDR02,OUT019,405.172725152
FDD09,OUT010,537.1631911636
FDS33,OUT010,348.075813977
FDU22,OUT045,1909.1401262715
FDI53,OUT013,2625.8904171851
DRH01,OUT049,2871.4647311734
FDX32,OUT013,2131.8564194269
NCP30,OUT018,620.7740271915
FDB60,OUT045,3126.1495756466
FDB14,OUT049,1527.4719012548
NCP02,OUT035,961.9469543996
FDJ10,OUT017,2101.6028983228
FDG34,OUT046,1796.4189833361
NCB18,OUT017,1364.3560549275
FDM16,OUT049,1197.9624402677
FDW25,OUT018,1271.798370785
FDB35,OUT010,325.14171332
DRN11,OUT013,2131.8564194269
FDF41,OUT019,765.3362842284
FDH16,OUT045,1391.0571571336
NCQ50,OUT018,3159.4225882216
DRH23,OUT018,869.3301644317
DRJ37,OUT013,2448.9310937206
DRJ24,OUT027,5131.8734565117
FDY16,OUT035,3127.3070146517
FDQ27,OUT045,1677.0132376508
FDZ33,OUT045,2478.4238348013
FDF29,OUT045,2124.335151635
FDA08,OUT049,2661.8666890969
FDG31,OUT046,1090.5628294735
FDE34,OUT019,555.4706179565
NCR30,OUT027,2040.8361778772
FDV33,OUT035,4021.6763952259
DRZ24,OUT018,1824.7102938607
NCL54,OUT035,2864.9812003423
FDR12,OUT049,2871.4647311734
NCC54,OUT046,3799.1777850954
DRN59,OUT013,832.0661853521
FDX50,OUT019,384.4042213806
FDV31,OUT027,4744.8694201237
NCA29,OUT027,4636.6184476498
FDW60,OUT049,2871.4647311734
FDX08,OUT017,3126.1495756466
DRD49,OUT013,3815.4300175461
FDD33,OUT046,3790.2337995798
FDW35,OUT013,755.3015419058
FDJ36,OUT017,1654.2809843386
FDV51,OUT035,2726.0816531239
FDW36,OUT046,1677.0132376508
FDH35,OUT046,2641.2400365346
NCS30,OUT027,3112.000873285
FDN49,OUT017,743.891012666
FDL08,OUT018,3483.0029707712
FDI09,OUT013,3806.4469329931
FDP19,OUT018,1942.2785917117
FDU21,OUT010,134.4497379705
NCP41,OUT045,1677.0132376508
FDY10,OUT013,1859.4156356874
FDP12,OUT018,602.6030101833
NCN26,OUT049,1899.5276406247
FDK44,OUT013,2839.0352825435
FDC28,OUT049,1677.0132376508
FDJ41,OUT027,5896.0505113836
NCT29,OUT035,2067.6284184098
NCH42,OUT019,681.0421714968
FDU60,OUT018,2476.9132419748
FDS02,OUT045,3126.1495756466
FDC51,OUT046,2067.6284184098
FDU03,OUT013,3088.9937336962
FDX39,OUT045,3480.1275603528
NCY05,OUT010,134.4497379705
NCL06,OUT027,5822.2695937566
FDD32,OUT035,1325.5126209372
NCN41,OUT045,2067.6284184098
NCX53,OUT049,2167.8326913387
FDU57,OUT019,423.9342861082
FDQ23,OUT046,1677.0132376508
FDQ52,OUT045,3958.6609618085
FDC14,OUT045,747.495430114
FDY09,OUT035,2864.9812003423
FDQ28,OUT045,2521.4431217729
FDV25,OUT046,3715.4003247757
FDJ07,OUT035,1899.5276406247
DRB25,OUT049,1677.0132376508
FDK52,OUT019,603.7022968658
FDY52,OUT027,1825.8938239478
FDB28,OUT046,3126.1495756466
FDT36,OUT035,729.3244131058
FDV25,OUT017,3715.4003247757
NCN07,OUT027,3227.913898148
FDC57,OUT017,3127.3070146517
FDQ03,OUT018,3418.5955994785
FDU23,OUT017,2706.8962230937
NCX41,OUT035,3481.2849993579
NCD06,OUT035,828.2289224543
FDW08,OUT045,1677.0132376508
NCU29,OUT017,2455.6915814891
NCE06,OUT013,2581.1310748446
FDV52,OUT010,391.4208199534
FDB02,OUT017,2845.7957703121
NCR18,OUT045,747.495430114
FDK16,OUT049,1537.377824182
NCQ29,OUT010,702.0611020483
FDZ01,OUT019,398.764539658
FDW27,OUT035,2610.6238159253
FDD17,OUT018,3483.0029707712
FDW39,OUT013,2839.0352825435
DRH59,OUT045,1156.1755676329
FDS52,OUT013,1647.5204965701
FDU40,OUT027,5176.1741184793
NCF54,OUT013,2808.6399283616
FDH46,OUT045,1677.0132376508
NCP14,OUT049,1677.0132376508
FDH50,OUT049,3132.6331064778
DRF15,OUT010,444.8350063394
FDV27,OUT027,2365.3216504754
NCJ06,OUT049,2013.2503846151
FDN02,OUT018,3186.8367667665
FDQ51,OUT049,828.2289224543
FDQ07,OUT017,3715.4003247757
FDS45,OUT049,1677.0132376508
NCJ06,OUT045,2067.6284184098
FDD36,OUT035,1899.5276406247
FDY25,OUT045,3126.1495756466
FDU52,OUT046,2478.4238348013
DRK47,OUT017,3868.1910772352
NCL30,OUT017,2056.9934691661
FDN22,OUT035,3944.8765565756
NCF30,OUT027,3214.5384739908
FDK03,OUT035,3957.2690239332
FDT45,OUT017,943.358568105
NCC54,OUT027,5871.2227219046
FDP08,OUT018,2937.6672052961
FDU44,OUT046,2655.3831582658
DRG39,OUT035,863.1501555574
FDU32,OUT049,2074.1119492409
FDY27,OUT049,2909.1789401537
NCP54,OUT013,2038.1356773291
NCZ41,OUT049,2086.2092533093
DRL49,OUT013,2131.8564194269
FDI05,OUT018,1176.0934068469
FDY56,OUT045,3868.1910772352
DRC13,OUT013,2038.1356773291
NCV29,OUT017,2909.6589680528
FDR24,OUT049,1367.0310114816
FDZ34,OUT018,2917.9804858218
FDP37,OUT035,2079.7257224782
FDX08,OUT027,4801.980415787
FDS57,OUT045,2161.3491605076
NCG18,OUT049,1677.0132376508
FDK25,OUT018,2494.2850834389
FDH53,OUT049,1325.5126209372
DRI59,OUT018,3334.4306214133
FDA52,OUT046,2902.6954093225
FDT20,OUT010,134.4497379705
FDE36,OUT019,459.02629657
FDI24,OUT017,2845.7957703121
FDB28,OUT018,2973.4092316844
FDV11,OUT017,2845.7957703121
FDP01,OUT046,2421.9727345266
FDD34,OUT027,4070.8478351795
FDJ50,OUT027,1409.2510530643
FDZ44,OUT013,1870.034899544
DRO59,OUT035,1222.7060692447
DRB48,OUT045,747.495430114
